strain	molecule	species	E_coli_serotype	GeneSeekr_Profile	MLST_Result	rMLST_Result	clermont_phylogroup	sample_type	farm	husbandry	animal_group	animal_type	animal_n	AAC3_VIa	ANT3_IIa	aadA	aadA12	aadA13	aadA2	aadA22	aadA5	aadA9	APH3_Ib	APH3_Ia	APH6_Id	CMY_2	CMY_21	CMY_36	CTX_M_1	CTX_M_15	IMP_7	TEM_1	TEM_81	Ecoli_ampC_bl	catI	lnuG	mphA	Salm_cmlA	cmlA8	floR	mdtM	MdtNOP	mefB	tetB	tetD	tetR	eptA	QnrS1	qacH	SAT_2	sul1	sul2	sul3	tetWNW	dfrA1	dfrA12	dfrA15b	dfrA23	dfrA30	dfrA32	dfrA7
Res13-Lact-PEB20-37-A	plasmid_1068	Escherichia fergusonii	O9 (98.69):H10 (100.0)	uidA	46	new	A	feces	A	AF1	AF1-3	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA12-26	plasmid_novel_1	Escherichia coli	O157 (100.0):H16 (100.0)	O157	5502	2038	A	feces	K	AF3	AF3-2	suckler	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA12-26	plasmid_476	Escherichia coli	O157 (100.0):H16 (100.0)	O157	5502	2038	A	feces	K	AF3	AF3-2	suckler	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Lact-PEA12-26	plasmid_novel_0	Escherichia coli	O157 (100.0):H16 (100.0)	O157	5502	2038	A	feces	K	AF3	AF3-2	suckler	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA12-26	plasmid_novel_2	Escherichia coli	O157 (100.0):H16 (100.0)	O157	5502	2038	A	feces	K	AF3	AF3-2	suckler	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA12-26	plasmid_novel_3	Escherichia coli	O157 (100.0):H16 (100.0)	O157	5502	2038	A	feces	K	AF3	AF3-2	suckler	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA08-37	plasmid_1561	Escherichia coli	O-untypeable:H16 (99.87)	eae;uidA	603	34987	B1	feces	K	AF3	AF3-2	suckler	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA08-37	plasmid_29	Escherichia coli	O-untypeable:H16 (99.87)	eae;uidA	603	34987	B1	feces	K	AF3	AF3-2	suckler	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA08-37	plasmid_529	Escherichia coli	O-untypeable:H16 (99.87)	eae;uidA	603	34987	B1	feces	K	AF3	AF3-2	suckler	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA08-37	plasmid_novel_0	Escherichia coli	O-untypeable:H16 (99.87)	eae;uidA	603	34987	B1	feces	K	AF3	AF3-2	suckler	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PEA08-37	plasmid_476	Escherichia coli	O-untypeable:H16 (99.87)	eae;uidA	603	34987	B1	feces	K	AF3	AF3-2	suckler	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Lact-EA09-01	plasmid_23	Escherichia coli	O9 (99.49):H17 (99.9)	uidA			B1	feces	K	AF3	AF3-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EA09-01	plasmid_novel_1	Escherichia coli	O9 (99.49):H17 (99.9)	uidA			B1	feces	K	AF3	AF3-2	sow	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Res13-Lact-EA09-01	plasmid_novel_0	Escherichia coli	O9 (99.49):H17 (99.9)	uidA			B1	feces	K	AF3	AF3-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EA09-01	plasmid_973	Escherichia coli	O9 (99.49):H17 (99.9)	uidA			B1	feces	K	AF3	AF3-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EA09-01	plasmid_487	Escherichia coli	O9 (99.49):H17 (99.9)	uidA			B1	feces	K	AF3	AF3-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EA09-01	plasmid_476	Escherichia coli	O9 (99.49):H17 (99.9)	uidA			B1	feces	K	AF3	AF3-2	sow	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Lact-EA09-01	plasmid_32	Escherichia coli	O9 (99.49):H17 (99.9)	uidA			B1	feces	K	AF3	AF3-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEC02-03	plasmid_novel_0	Escherichia coli	O24 (100.0):H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-1	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEC02-03	plasmid_539	Escherichia coli	O24 (100.0):H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-1	grower	5	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
Res13-Croi-PEC02-03	plasmid_22	Escherichia coli	O24 (100.0):H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-1	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEC02-03	plasmid_476	Escherichia coli	O24 (100.0):H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-1	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEC02-03	plasmid_3	Escherichia coli	O24 (100.0):H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-1	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER10-32	plasmid_32	Escherichia coli	O112ab (99.15):H8 (100.0)	uidA	75	new	B1	feces	F	AF2	AF2-2	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER10-32	plasmid_23	Escherichia coli	O112ab (99.15):H8 (100.0)	uidA	75	new	B1	feces	F	AF2	AF2-2	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER10-32	plasmid_920	Escherichia coli	O112ab (99.15):H8 (100.0)	uidA	75	new	B1	feces	F	AF2	AF2-2	suckler	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER10-32	plasmid_973	Escherichia coli	O112ab (99.15):H8 (100.0)	uidA	75	new	B1	feces	F	AF2	AF2-2	suckler	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-PER10-32	plasmid_476	Escherichia coli	O112ab (99.15):H8 (100.0)	uidA	75	new	B1	feces	F	AF2	AF2-2	suckler	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Lact-EC07-17	plasmid_973	Escherichia coli	O-untypeable:H4 (100.0)	uidA	8431		C	feces	S	CV	CV-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC07-17	plasmid_509	Escherichia coli	O-untypeable:H4 (100.0)	uidA	8431		C	feces	S	CV	CV-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC07-17	plasmid_476	Escherichia coli	O-untypeable:H4 (100.0)	uidA	8431		C	feces	S	CV	CV-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC07-17	plasmid_novel_0	Escherichia coli	O-untypeable:H4 (100.0)	uidA	8431		C	feces	S	CV	CV-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC07-17	plasmid_1068	Escherichia coli	O-untypeable:H4 (100.0)	uidA	8431		C	feces	S	CV	CV-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC07-17	plasmid_19	Escherichia coli	O-untypeable:H4 (100.0)	uidA	8431		C	feces	S	CV	CV-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC07-17	plasmid_novel_1	Escherichia coli	O-untypeable:H4 (100.0)	uidA	8431		C	feces	S	CV	CV-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC07-17	plasmid_novel_2	Escherichia coli	O-untypeable:H4 (100.0)	uidA	8431		C	feces	S	CV	CV-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA21-P4-01-A	plasmid_1774	Acinetobacter baumannii	ND	ND	ND	ND		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA21-P4-01-A	plasmid_novel_0	Acinetobacter baumannii	ND	ND	ND	ND		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA21-P4-01-A	plasmid_novel_1	Acinetobacter baumannii	ND	ND	ND	ND		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA21-P4-01-A	plasmid_1836	Acinetobacter baumannii	ND	ND	ND	ND		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC09-12	plasmid_22	Escherichia coli	O-untypeable:H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC09-12	plasmid_2912	Escherichia coli	O-untypeable:H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC09-12	plasmid_539	Escherichia coli	O-untypeable:H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-2	sow	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
Res13-Lact-EC09-12	plasmid_novel_0	Escherichia coli	O-untypeable:H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC09-12	plasmid_novel_1	Escherichia coli	O-untypeable:H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC09-12	plasmid_5	Escherichia coli	O-untypeable:H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC09-12	plasmid_3	Escherichia coli	O-untypeable:H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-EC09-12	plasmid_476	Escherichia coli	O-untypeable:H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-2	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA22-35	plasmid_1561	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA22-35	plasmid_47	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA22-35	plasmid_834	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA22-35	plasmid_932	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA22-35	plasmid_novel_0	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA22-35	plasmid_509	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA22-35	plasmid_476	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Fini-PEC02-13	plasmid_476	Escherichia coli	O24 (100.0):H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-1	finisher	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PEC02-13	plasmid_novel_0	Escherichia coli	O24 (100.0):H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-1	finisher	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PEC02-13	plasmid_3	Escherichia coli	O24 (100.0):H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-1	finisher	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PEC02-13	plasmid_539	Escherichia coli	O24 (100.0):H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-1	finisher	5	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0
Res13-Fini-PEC02-13	plasmid_2912	Escherichia coli	O24 (100.0):H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-1	finisher	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Fini-PEC02-13	plasmid_22	Escherichia coli	O24 (100.0):H4 (100.0)	uidA	117	14771	G	feces	S	CV	CV-1	finisher	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA16-P5-01-A	plasmid_1836	Acinetobacter baumannii	ND	ND		new		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA16-P5-01-A	plasmid_novel_1	Acinetobacter baumannii	ND	ND		new		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA16-P5-01-A	plasmid_novel_0	Acinetobacter baumannii	ND	ND		new		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Abat-PEA16-P5-01-A	plasmid_1774	Acinetobacter baumannii	ND	ND		new		swab	U	AF3	AF3-3	carcass		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA24-40	plasmid_1561	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA24-40	plasmid_834	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA24-40	plasmid_932	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA24-40	plasmid_novel_0	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA24-40	plasmid_47	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA24-40	plasmid_509	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Croi-PEA24-40	plasmid_476	Escherichia coli	ND	eae;hlyAEc;O145;uidA	1034		D	feces	P	AF3	AF3-4	grower	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Lact-ER02-39	plasmid_novel_0	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER02-39	plasmid_1009	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER02-39	plasmid_14	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER02-39	plasmid_novel_2	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER02-39	plasmid_34	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Res13-Lact-ER02-39	plasmid_476	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Res13-Lact-ER02-39	plasmid_1068	Escherichia coli	O-untypeable:H4 (100.0)	uidA	761	new	A	feces	E	AF2	AF2-1	sow	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
